Time (days),Final Effluent COD - Total,Final Effluent BOD - Total Carbonaceous,Final Effluent N - Total Kjeldahl Nitrogen,Final Effluent P - Total P,Final Effluent pH,Final Effluent Total suspended solids,Final Effluent Volatile suspended solids,Final Effluent Gas - Dissolved oxygen,Final Effluent P - Soluble phosphate,Final Effluent N - Ammonia,Final Effluent N - Nitrate,Final Effluent N - Nitrite,Final Effluent Alkalinity,Final Effluent Flow,PST x3 COD - Total,PST x3 BOD - Total Carbonaceous,PST x3 N - Total Kjeldahl Nitrogen,PST x3 P - Total P,PST x3 pH,PST x3 Total suspended solids,PST x3 Volatile suspended solids,PST x3 Element HRT,PST x3 Gas - Dissolved oxygen,PST x3 P - Soluble phosphate,PST x3 N - Ammonia,PST x3 N - Nitrate,PST x3 N - Nitrite,PST x3 Alkalinity,PST x3 Flow,ML Recycle COD - Total,ML Recycle BOD - Total Carbonaceous,ML Recycle N - Total Kjeldahl Nitrogen,ML Recycle N - Total Kjeldahl Nitrogen (U),ML Recycle P - Total P,ML Recycle pH,ML Recycle Total suspended solids,ML Recycle Volatile suspended solids,ML Recycle Gas - Dissolved oxygen,ML Recycle P - Soluble phosphate,ML Recycle N - Ammonia,ML Recycle N - Ammonia (U),ML Recycle N - Nitrate,ML Recycle N - Nitrite,ML Recycle Alkalinity,ML Recycle Flow,ML Recycle Flow (S),FST x5 COD - Total,FST x5 BOD - Total Carbonaceous,FST x5 N - Total Kjeldahl Nitrogen,FST x5 P - Total P,FST x5 pH,FST x5 Total suspended solids,FST x5 Total suspended solids (U),FST x5 Volatile suspended solids,FST x5 Element HRT,FST x5 Gas - Dissolved oxygen,FST x5 P - Soluble phosphate,FST x5 N - Ammonia,FST x5 N - Nitrate,FST x5 N - Nitrite,FST x5 Alkalinity,FST x5 Flow,AERZ4 x2 (45) COD - Total,AERZ4 x2 (45) BOD - Total Carbonaceous,AERZ4 x2 (45) N - Total Kjeldahl Nitrogen,AERZ4 x2 (45) P - Total P,AERZ4 x2 (45) pH,AERZ4 x2 (45) Total suspended solids,AERZ4 x2 (45) Volatile suspended solids,AERZ4 x2 (45) Element HRT,AERZ4 x2 (45) Gas - Dissolved oxygen,AERZ4 x2 (45) P - Soluble phosphate,AERZ4 x2 (45) N - Ammonia,AERZ4 x2 (45) N - Nitrate,AERZ4 x2 (45) N - Nitrite,AERZ4 x2 (45) Alkalinity,AERZ4 x2 (45) Flow,AXZ1 x2 COD - Total,AXZ1 x2 BOD - Total Carbonaceous,AXZ1 x2 N - Total Kjeldahl Nitrogen,AXZ1 x2 P - Total P,AXZ1 x2 pH,AXZ1 x2 Total suspended solids,AXZ1 x2 Volatile suspended solids,AXZ1 x2 Element HRT,AXZ1 x2 Gas - Dissolved oxygen,AXZ1 x2 P - Soluble phosphate,AXZ1 x2 N - Ammonia,AXZ1 x2 N - Nitrate,AXZ1 x2 N - Nitrite,AXZ1 x2 Alkalinity,AXZ1 x2 Flow
42118.917,37.054548,4.753416,10.232288,4.804675,7.504304,9.973173,6.682563,0.000007,4.222395,8.553909,0.738239,3.555897,4.901472,61479,195.76388,95.911922,25.712751,5.435077,7.321628,62.460365,51.999944,3.192729,0.099077,4.499797,20.826913,0.058897,0.247493,6.235373,65379,1368.4301,502.14825,90.123501,90.123501,80.385959,7.50627,1343.3721,908.63521,1.000727,4.008563,8.401293,8.401293,1.019801,3.762882,4.896839,119379,54000,37.054548,4.753416,10.232288,4.804675,7.504304,9.973173,2860.8074,6.682563,4.227262,0.000007,4.222395,8.553909,0.738239,3.555897,4.901472,61479,1377.2216,507.73339,92.020967,80.186797,7.565671,1343.3795,913.2268,0.184382,2.000782,5.289236,10.605041,0.608476,2.249681,5.200713,173379,1393.2392,519.24298,94.372701,79.696126,7.433942,1338.0118,909.39547,0.20127,0.002352,4.994936,13.479359,0.021188,0.314682,5.603088,173379
42118.958,36.92936,4.715648,10.25963,4.777551,7.505541,9.825586,6.596937,0.000006,4.206566,8.582131,0.737325,3.591397,4.899382,59729,187.22671,91.643371,24.026112,5.251603,7.321963,60.339342,49.778642,3.280264,0.099955,4.365015,19.55074,0.059163,0.24959,6.237566,63629,1369.3889,502.69635,89.764029,89.764029,80.050405,7.507312,1344.2221,909.86085,1.001129,3.738456,7.845335,7.845335,1.030848,3.782375,4.89506,117629,54000,36.92936,4.715648,10.25963,4.777551,7.505541,9.825586,2835.6114,6.596937,4.292309,0.000006,4.206566,8.582131,0.737325,3.591397,4.899382,59729,1379.3391,508.62886,91.626822,79.960629,7.565944,1345.6969,915.29792,0.186262,2.000144,5.011109,9.927626,0.618238,2.267122,5.195208,171629,1397.0073,520.35046,94.039659,79.689102,7.436332,1343.4077,913.69153,0.203322,0.002377,4.826166,12.737237,0.021878,0.333052,5.596037,171629
42119,36.603703,4.650658,10.238045,4.695951,7.507535,9.628774,6.474646,0.000006,4.138335,8.567982,0.73179,3.601811,4.903622,58429,181.05963,88.552029,22.735385,5.112004,7.322396,58.849076,48.182976,3.348462,0.101248,4.263849,18.578845,0.06005,0.253139,6.240483,62329,1372.8614,504.00258,89.402615,89.402615,79.945901,7.507846,1348.1242,912.81929,1.001347,3.444386,7.120027,7.120027,1.047895,3.802642,4.886327,116329,54000,36.603703,4.650658,10.238045,4.695951,7.507535,9.628774,2806.4406,6.474646,4.34194,0.000006,4.138335,8.567982,0.73179,3.601811,4.903622,58429,1382.5392,509.75857,91.233216,79.88578,7.566194,1349.5812,918.11051,0.187684,2.001111,4.714233,9.168999,0.6295,2.282418,5.185519,170329,1396.2212,519.75391,93.495055,79.479947,7.438674,1344.1785,914.56093,0.204874,0.002405,4.64016,12.059183,0.02282,0.355988,5.58983,170329
42119.042,35.502551,4.319319,10.106659,4.548388,7.513424,8.745291,5.884942,0.000004,4.042648,8.489897,0.724918,3.599868,4.90959,48679,174.31618,85.077504,22.132135,5.17333,7.324315,57.160902,46.483205,3.967032,0.107785,4.334527,18.18123,0.064778,0.271392,6.255333,52579,1375.3796,504.63274,88.869783,88.869783,79.917642,7.506861,1352.0971,915.22218,1.001739,3.047596,6.209531,6.209531,1.105588,3.946321,4.850405,106579,54000,35.502551,4.319319,10.106659,4.548388,7.513424,8.745291,2681.8286,5.884942,4.754234,0.000004,4.042648,8.489897,0.724918,3.599868,4.90959,48679,1395.2768,514.03613,91.338528,80.518536,7.565743,1364.1649,927.52313,0.19908,1.994412,4.339364,8.240162,0.676604,2.409836,5.147189,160579,1435.2475,532.72723,95.396387,81.961888,7.451404,1388.6707,944.2263,0.217314,0.002431,4.431041,11.133906,0.02548,0.431276,5.545094,160579
42119.083,34.207831,3.92065,9.903765,4.379778,7.520549,7.702361,5.184224,0.000004,3.934338,8.35289,0.719742,3.597038,4.914275,40729,167.71574,81.615562,22.140004,5.339981,7.327137,55.646183,44.851829,4.670548,0.117439,4.495865,18.276608,0.072756,0.300968,6.27674,44629,1400.1558,513.01043,89.601552,89.601552,81.369887,7.503842,1379.6968,932.80569,0.999729,2.567262,5.11939,5.11939,1.197876,4.168939,4.784909,98629,54000,34.207831,3.92065,9.903765,4.379778,7.520549,7.702361,2513.481,5.184224,5.153227,0.000004,3.934338,8.35289,0.719742,3.597038,4.914275,40729,1428.229,525.21551,92.645267,82.564077,7.565144,1400.7178,950.76053,0.209449,1.997881,3.818169,7.151694,0.744211,2.58213,5.081437,152629,1447.485,535.65527,95.81305,83.048337,7.464693,1406.6642,955.31447,0.228633,0.002531,4.137704,10.277641,0.031325,0.593654,5.490602,152629
42119.125,32.872754,3.497243,9.666441,4.211203,7.529918,6.60469,4.444593,0.000003,3.828819,8.186269,0.716959,3.597823,4.916549,31979,162.39637,78.720586,22.616001,5.634003,7.331001,54.752336,43.595964,5.803265,0.130997,4.765975,18.765357,0.084984,0.344592,6.305782,35879,1424.7017,520.86558,90.344663,90.344663,83.006921,7.500428,1408.375,950.32396,1.004782,1.963786,3.974811,3.974811,1.316518,4.425052,4.701373,89879,54000,32.872754,3.497243,9.666441,4.211203,7.529918,6.60469,2347.5534,4.444593,5.677665,0.000003,3.828819,8.186269,0.716959,3.597823,4.916549,31979,1446.1631,530.50842,93.14512,83.912645,7.564959,1423.3136,963.8839,0.222187,2.001014,3.171877,6.096648,0.816576,2.754733,5.008437,143879,1471.0563,542.26257,96.895584,85.012513,7.479005,1437.5407,974.25724,0.242537,0.002706,3.736935,9.288563,0.041691,0.836587,5.411794,143879
42119.167,31.678597,3.113282,9.428434,4.05718,7.54099,5.618071,3.778966,0.000002,3.73133,8.012648,0.716463,3.603276,4.916603,24929,160.03184,77.244709,23.366028,6.068026,7.33563,54.620754,43.145051,7.212649,0.147632,5.150022,19.494261,0.101072,0.399481,6.340388,28829,1442.6286,525.99409,90.796786,90.796786,84.410353,7.49767,1431.1665,963.38353,1.00927,1.319347,2.915193,2.915193,1.435368,4.627491,4.618536,82829,54000,31.678597,3.113282,9.428434,4.05718,7.54099,5.618071,2191.1993,3.778966,6.184799,0.000002,3.73133,8.012648,0.716463,3.603276,4.916603,24929,1464.63,535.62397,93.716284,85.466084,7.564273,1447.5054,977.42321,0.233635,2.004456,2.443914,5.025949,0.890098,2.908942,4.926469,136829,1481.3874,543.85115,97.138647,86.337505,7.490393,1455.2503,983.74414,0.255034,0.00296,3.264012,8.277039,0.058635,1.133608,5.324897,136829
42119.208,30.701746,2.800026,9.200986,3.919986,7.552593,4.823394,3.242532,0.000002,3.639622,7.837884,0.718105,3.613195,4.914864,20279,158.99676,76.402668,24.449228,6.547835,7.340597,54.948784,43.060233,8.588375,0.165898,5.571429,20.488914,0.120003,0.460185,6.37723,24179,1458.5196,530.11259,91.229903,91.229903,85.839426,7.496298,1452.3451,975.0535,1.016252,0.726498,1.965594,1.965594,1.548167,4.727559,4.543018,78179,54000,30.701746,2.800026,9.200986,3.919986,7.552593,4.823394,2068.3336,3.242532,6.571979,0.000002,3.639622,7.837884,0.718105,3.613195,4.914864,20279,1474.8868,537.48428,93.841503,86.679565,7.56339,1463.7615,985.36987,0.241854,2.009552,1.777468,4.025135,0.953862,3.012857,4.847642,132179,1479.0224,540.81276,96.622797,86.974891,7.497746,1459.8253,984.06833,0.264006,0.003268,2.765023,7.341343,0.084243,1.442066,5.24047,132179
42119.25,29.930335,2.556785,8.980144,3.794502,7.563537,4.218363,2.833958,0.000002,3.548738,7.658041,0.721987,3.627598,4.911515,17579,160.19903,76.671863,25.650058,7.051915,7.345536,55.854578,43.566771,9.65801,0.184499,6.00939,21.574659,0.140537,0.520398,6.413572,21479,1465.3424,530.79114,91.266689,91.266689,86.842507,7.497362,1464.0838,980.48308,1.023795,0.323034,1.23041,1.23041,1.639886,4.68277,4.488943,75479,54000,29.930335,2.556785,8.980144,3.794502,7.563536,4.218363,1987.1379,2.833958,6.819877,0.000002,3.548738,7.658041,0.721987,3.627598,4.911515,17579,1473.2585,534.93229,93.325108,87.273734,7.562305,1467.7242,985.15707,0.246897,2.013559,1.256912,3.178716,1.000948,3.100034,4.778774,129479,1470.5451,535.65728,95.786589,87.245886,7.502064,1457.484,979.74547,0.269511,0.003571,2.319242,6.555194,0.11638,1.716387,5.167126,129479
42119.292,29.335219,2.37674,8.751245,3.671442,7.572123,3.786733,2.54225,0.000002,3.450296,7.45952,0.728877,3.64781,4.906251,16679,163.8049,78.164947,26.907678,7.534514,7.350049,57.296654,44.691019,10.076327,0.201763,6.424965,22.690316,0.160821,0.573134,6.446372,20579,1462.2951,527.88327,90.886988,90.886988,87.319389,7.500899,1465.1537,979.0807,1.025404,0.150011,0.764237,0.764237,1.700502,4.543758,4.459399,74579,54000,29.335219,2.37674,8.751245,3.671442,7.572122,3.786733,1942.541,2.54225,6.906719,0.000002,3.450296,7.45952,0.728877,3.64781,4.906251,16679,1464.0196,529.67938,92.449211,87.435629,7.561078,1463.3182,979.63867,0.248625,2.014942,0.909754,2.53587,1.031515,3.221526,4.721665,128579,1455.3018,528.27536,94.645995,87.029594,7.503619,1446.9163,970.27699,0.271397,0.003771,2.003337,6.014618,0.144652,1.926289,5.114298,128579
42119.333,28.921539,2.268941,8.472084,3.530165,7.574136,3.561358,2.389153,0.000003,3.321623,7.198467,0.742102,3.679973,4.897211,18829,170.16832,81.125114,28.203128,7.920844,7.353181,59.315827,46.488239,9.131493,0.21386,6.749492,23.785267,0.17702,0.607504,6.468185,22729,1451.9977,522.47789,90.217743,90.217743,87.366502,7.506103,1458.1831,972.59283,1.017779,0.111222,0.54119,0.54119,1.717217,4.396137,4.450487,76729,54000,28.921539,2.268941,8.472084,3.530165,7.574136,3.561358,1949.6785,2.389153,6.702824,0.000003,3.321623,7.198467,0.742102,3.679973,4.897211,18829,1447.1137,521.85952,91.269127,87.089466,7.560047,1450.0401,968.70542,0.244536,2.012668,0.746469,2.178193,1.0316,3.323069,4.688962,130729,1426.6187,516.53967,92.984429,85.849928,7.501085,1420.3713,950.7868,0.266934,0.003706,1.884952,5.9732,0.146158,2.02406,5.103357,130729
42119.375,28.776463,2.278037,8.030136,3.318221,7.563129,3.688645,2.471868,0.000011,3.101361,6.754064,0.77315,3.743037,4.877684,26679,181.95045,87.012086,29.460449,8.0885,7.352945,62.45972,49.581976,6.80256,0.213384,6.864707,24.732341,0.181529,0.604333,6.463866,30579,1430.7539,513.40843,89.01501,89.01501,86.694569,7.508005,1439.1655,958.46569,1.000979,0.160673,0.554417,0.554417,1.655259,4.313004,4.460818,84579,54000,28.776463,2.278037,8.030136,3.318221,7.563129,3.688645,2053.8552,2.471868,6.050645,0.000011,3.101361,6.754064,0.77315,3.743037,4.877684,26679,1413.3771,508.38587,89.430336,85.612138,7.559358,1417.8815,946.03364,0.230684,2.005302,0.835829,2.350932,0.970572,3.296222,4.706118,138579,1379.0209,499.09361,90.735812,83.279941,7.491555,1370.1926,916.55452,0.251813,0.003261,2.074171,6.831737,0.103944,1.923295,5.164759,138579
42119.417,29.360314,2.586899,7.166372,2.920235,7.538104,4.742327,3.170601,0.000053,2.639059,5.832703,0.857795,3.877408,4.827468,43979,203.60418,98.215795,30.659456,7.890079,7.346765,67.607355,55.041179,4.354833,0.191133,6.627323,25.430754,0.163979,0.540083,6.414504,47879,1384.8023,496.07756,86.659837,86.659837,84.381081,7.501224,1392.9643,927.21291,0.980514,0.447083,1.084834,1.084834,1.460259,4.26157,4.513447,101879,54000,29.360314,2.586899,7.166372,2.920235,7.538104,4.742327,2316.8251,3.170601,4.982292,0.000053,2.639059,5.832703,0.857795,3.877408,4.827468,43979,1348.741,484.71273,86.508395,82.036539,7.560915,1350.9297,901.77476,0.205082,2.000317,1.345874,3.602583,0.818329,2.923394,4.822512,155879,1314.3435,477.74523,88.13794,79.132934,7.472144,1293.9373,866.55391,0.223866,0.002763,2.649381,8.957918,0.057181,1.619945,5.30659,155879
42119.458,31.666756,3.542383,5.716914,2.291839,7.514935,7.765823,5.175584,0.000122,1.826229,4.206262,1.037764,4.072528,4.725192,66629,231.01781,112.59542,31.730751,7.358588,7.335966,73.777819,61.828879,2.960257,0.152686,6.084638,25.880587,0.127026,0.426126,6.332691,70529,1304.0202,467.52884,83.230806,83.230806,79.605563,7.499929,1306.6723,871.56103,0.98579,1.288184,2.976087,2.976087,1.157511,3.801474,4.683084,124529,54000,31.666756,3.542383,5.716914,2.291839,7.514935,7.765823,2684.305,5.175584,4.046788,0.000122,1.826229,4.206262,1.037764,4.072528,4.725192,66629,1265.0612,455.84132,83.371632,76.787081,7.565434,1258.5527,843.4148,0.179063,1.996091,2.439227,6.240051,0.621086,2.201919,5.040586,178529,1266.0551,464.49414,86.661228,75.178399,7.451461,1226.0581,823.83898,0.195464,0.002613,3.291578,11.666683,0.033854,1.213013,5.461913,178529
42119.5,34.14982,4.542079,4.395413,1.751508,7.505013,10.877337,7.242416,0.000091,1.096929,2.704152,1.199724,4.17702,4.628515,77129,252.53867,123.911,32.58949,6.953562,7.327126,78.560296,67.125292,2.577602,0.121515,5.669635,26.246137,0.09283,0.32423,6.269065,81029,1235.8471,444.95353,81.111158,81.111158,74.971924,7.506956,1228.0728,823.59135,0.990044,2.441606,5.702855,5.702855,0.92685,3.309494,4.880082,135029,54000,34.14982,4.542079,4.395413,1.751508,7.505013,10.877337,2899.8207,7.242416,3.722746,0.000091,1.096929,2.704152,1.199724,4.17702,4.628515,77129,1231.6956,446.20477,83.009994,73.963277,7.567362,1213.4096,818.54672,0.169117,1.989149,3.630415,8.757006,0.51408,1.94181,5.185754,189029,1269.0732,469.1778,87.596799,74.062924,7.44226,1213.2804,818.80379,0.184607,0.002497,3.693553,13.405787,0.022448,0.818047,5.546146,189029
42119.542,35.259951,5.014369,4.074264,1.638378,7.501462,12.222274,8.150808,0.000047,0.905704,2.311773,1.201787,4.087923,4.615404,78379,267.03302,131.48643,33.357094,6.745746,7.321936,81.659055,70.704718,2.538537,0.10286,5.452967,26.669176,0.069877,0.259043,6.233289,82279,1231.4416,445.63388,82.079861,82.079861,73.776179,7.510141,1213.4129,818.84741,0.988659,3.340603,7.589071,7.589071,0.842395,3.226725,4.965585,136279,54000,35.259951,5.014369,4.074264,1.638378,7.501462,12.222274,2938.358,8.150808,3.687594,0.000047,0.905704,2.311773,1.201787,4.087923,4.615404,78379,1247.298,454.17833,84.741728,73.809886,7.568206,1218.4062,827.23551,0.168006,1.987598,4.530062,10.245012,0.488915,1.935683,5.234775,190279,1286.2823,478.20835,88.866517,73.677944,7.436587,1218.3823,826.62845,0.183394,0.002388,4.004607,14.362596,0.018059,0.532695,5.580197,190279
42119.583,35.400648,5.077731,4.830754,1.961793,7.50204,12.161597,8.13618,0.000023,1.238782,3.079361,1.074275,3.845168,4.684518,74029,271.61379,133.91937,33.900617,6.672193,7.319634,82.598125,71.7986,2.679876,0.094456,5.375777,27.014246,0.057555,0.22792,6.218651,77929,1251.9037,455.07894,83.750484,83.750484,73.887675,7.50948,1225.044,831.31938,0.990524,3.878117,8.51515,8.51515,0.836415,3.320123,4.973797,131929,54000,35.400648,5.077731,4.830754,1.961793,7.502041,12.161597,2902.6814,8.13618,3.812886,0.000023,1.238782,3.079361,1.074275,3.845168,4.684518,74029,1273.7025,465.8448,86.531296,74.166662,7.567712,1235.8241,843.78831,0.171937,1.989908,5.047205,10.952467,0.495113,2.004008,5.233552,185929,1315.9157,490.63958,90.69144,74.207217,7.42878,1240.7276,846.20582,0.187685,0.002296,4.32449,14.78364,0.016344,0.309095,5.590258,185929
42119.625,35.312932,4.98228,6.115205,2.505112,7.504867,11.561113,7.764108,0.000014,1.824695,4.401344,0.917208,3.586601,4.781108,68879,273.60826,134.94794,33.899285,6.6551,7.319005,82.907473,72.282155,2.86899,0.092071,5.362422,27.004787,0.052,0.218,6.215636,72779,1280.5212,467.20879,85.482797,85.482797,74.444214,7.506616,1246.3493,849.75422,0.991835,4.152161,8.847386,8.847386,0.858711,3.463118,4.948204,126779,54000,35.312932,4.98228,6.115205,2.505112,7.504867,11.561113,2841.725,7.764108,3.972689,0.000014,1.824695,4.401344,0.917208,3.586601,4.781108,68879,1303.6221,478.45966,88.287179,74.779836,7.565832,1258.4526,863.2572,0.176835,1.992394,5.380887,11.236785,0.513709,2.095778,5.21524,180779,1343.1694,501.75887,92.236927,74.71497,7.420034,1262.3637,865.29396,0.193031,0.002235,4.676319,14.957464,0.015765,0.206501,5.592957,180779
42119.667,35.242169,4.832442,7.405204,3.065443,7.508168,10.826863,7.29937,0.00001,2.434764,5.731134,0.788727,3.403528,4.863132,63879,270.88683,133.55847,33.58683,6.640446,7.319365,82.010902,71.571776,3.08001,0.093133,5.362708,26.786215,0.050539,0.220731,6.21902,67779,1308.0921,478.69945,86.987982,86.987982,75.004256,7.503584,1267.7915,867.81111,0.993386,4.315293,8.903544,8.903544,0.890669,3.616307,4.916705,121779,54000,35.242169,4.832442,7.405204,3.065443,7.508168,10.826863,2778.4712,7.29937,4.141196,0.00001,2.434764,5.731134,0.788727,3.403528,4.863132,63879,1330.2639,489.63587,89.723511,75.289752,7.56364,1278.8455,880.77713,0.181865,1.993817,5.618804,11.302411,0.534984,2.187845,5.197003,175779,1367.2955,511.43607,93.602475,75.239569,7.421565,1282.6971,882.88655,0.198522,0.002203,4.955335,14.996691,0.016074,0.206042,5.592359,175779
42119.708,35.355844,4.718165,8.478255,3.557687,7.510307,10.242747,6.931882,0.000008,2.967052,6.830636,0.700787,3.311391,4.917326,60929,262.45928,129.29981,33.067262,6.56995,7.320002,79.72333,69.384543,3.219733,0.095342,5.324267,26.411112,0.051013,0.228726,6.224114,64829,1332.4995,488.83929,88.250372,88.250372,75.471731,7.501381,1286.9129,883.91644,0.994989,4.40764,8.840046,8.840046,0.917805,3.739153,4.892315,118829,54000,35.355844,4.718165,8.478255,3.557687,7.510307,10.242747,2733.6058,6.931882,4.247492,0.000008,2.967052,6.830636,0.700787,3.311391,4.917326,60929,1351.0989,498.43807,90.828691,75.594568,7.562436,1294.5744,894.56195,0.184969,1.996411,5.744534,11.294042,0.550444,2.25481,5.185845,172829,1380.1556,516.79809,94.401553,75.262311,7.426731,1292.9257,892.93585,0.201911,0.002204,5.137127,15.032003,0.016767,0.234268,5.594346,172829
42119.75,35.464943,4.600944,9.242903,3.935046,7.511672,9.716009,6.598579,0.000007,3.380048,7.616162,0.649658,3.295882,4.944046,57729,251.101,123.56225,32.443136,6.382167,7.320901,76.672924,66.441846,3.386372,0.098512,5.200926,25.960427,0.052719,0.240196,6.230902,61629,1348.6969,495.72163,89.081836,89.081836,75.601604,7.500312,1298.9902,894.67318,0.996957,4.403649,8.756834,8.756834,0.940475,3.843209,4.875184,115629,54000,35.464943,4.600944,9.242903,3.935046,7.511672,9.716009,2694.1031,6.598579,4.369143,0.000007,3.380048,7.616162,0.649658,3.295882,4.944046,57729,1365.1785,504.45779,91.603279,75.664831,7.562078,1304.9708,904.03405,0.188458,1.997003,5.755318,11.25117,0.564091,2.315301,5.177864,169629,1394.2179,522.15703,95.272576,75.50783,7.432961,1306.217,904.42842,0.20572,0.002212,5.211508,14.91856,0.017489,0.268925,5.589752,169629
42119.792,35.888338,4.609271,9.780794,4.241276,7.510652,9.568552,6.521053,0.000007,3.699775,8.150276,0.624374,3.335131,4.951029,58879,236.19697,116.08847,31.258215,6.183766,7.321307,72.783488,62.558651,3.324537,0.099976,5.060786,25.060835,0.053752,0.247452,6.233647,62779,1362.2233,501.42541,89.864147,89.864147,75.689186,7.500658,1309.3587,903.81114,0.998077,4.350868,8.722982,8.722982,0.945412,3.878248,4.871876,116779,54000,35.888338,4.609271,9.780794,4.241276,7.510652,9.568552,2695.3416,6.521053,4.324631,0.000007,3.699775,8.150276,0.624374,3.335131,4.951029,58879,1372.4859,507.80248,92.070871,75.446438,7.562962,1309.562,909.05406,0.187189,2.001242,5.680463,11.247371,0.563041,2.320175,5.180957,170779,1386.0089,519.54396,94.835325,74.541707,7.435453,1296.892,899.96822,0.204334,0.002256,5.212122,14.868402,0.018128,0.302555,5.596689,170779
42119.833,36.533785,4.722928,10.12166,4.47554,7.508342,9.734272,6.656422,0.000007,3.929613,8.467567,0.617796,3.410822,4.944678,61229,221.21404,108.61217,29.58283,5.948081,7.321213,68.838955,58.639851,3.204947,0.099688,4.88386,23.771018,0.053599,0.248817,6.232451,65129,1360.8327,501.59841,89.884276,89.884276,74.994791,7.503096,1305.4382,902.94682,1.001183,4.258238,8.815476,8.815476,0.928905,3.837533,4.888274,119129,54000,36.533785,4.722928,10.12166,4.47554,7.508342,9.734272,2736.3436,6.656422,4.236434,0.000007,3.929613,8.467567,0.617796,3.410822,4.944678,61229,1364.2962,505.42334,91.676317,74.42303,7.564869,1299.3021,903.6742,0.184648,2.00272,5.572912,11.308778,0.548102,2.277241,5.199782,173129,1379.0924,517.32525,94.332547,73.719256,7.434777,1289.4522,896.41635,0.201561,0.002298,5.164146,14.668499,0.018097,0.308259,5.607836,173129
42119.875,37.035433,4.821329,10.297751,4.617669,7.506702,9.894653,6.785853,0.000006,4.067023,8.621214,0.620912,3.495512,4.933198,61829,206.81952,101.43809,27.661411,5.61755,7.321084,65.169172,54.871656,3.17578,0.099208,4.634814,22.295119,0.052938,0.247872,6.231212,65729,1353.1182,499.34566,89.472182,89.472182,74.042175,7.505841,1296.0528,897.97595,1.001242,4.131912,8.825186,8.825186,0.91024,3.789152,4.90977,119729,54000,37.035433,4.821329,10.297751,4.617669,7.506702,9.894653,2758.5291,6.785853,4.214489,0.000006,4.067023,8.621214,0.620912,3.495512,4.933198,61829,1359.8487,504.26499,91.336789,73.711776,7.566121,1293.6996,901.05123,0.184011,2.000773,5.426563,11.153751,0.540359,2.255177,5.214339,173729,1378.2131,517.02628,93.976702,73.309055,7.434446,1289.3555,897.55312,0.200865,0.002327,5.059064,14.203596,0.017902,0.303435,5.61323,173729
42119.917,37.257795,4.86272,10.380009,4.672674,7.506281,9.934453,6.829404,0.000006,4.123251,8.690251,0.62441,3.562259,4.924517,61479,195.72518,95.908664,25.620214,5.371401,7.321116,62.343642,51.970665,3.192729,0.099077,4.449776,20.738186,0.052394,0.247163,6.231134,65379,1352.0616,499.34304,89.230661,89.230661,73.556835,7.507635,1294.2451,897.70968,1.000658,3.947106,8.549909,8.549909,0.906097,3.777678,4.920497,119379,54000,37.257795,4.86272,10.380009,4.672674,7.506281,9.934453,2754.5327,6.829404,4.227262,0.000006,4.123251,8.690251,0.62441,3.562259,4.924517,61479,1360.8928,504.93132,91.091851,73.382196,7.566821,1294.4588,902.32118,0.184382,2.000806,5.209992,10.714902,0.542048,2.256544,5.218849,173379,1377.1011,516.53177,93.395125,72.951073,7.435182,1289.4072,898.48859,0.20127,0.002355,4.921323,13.541211,0.018107,0.310929,5.613065,173379
42119.958,37.130201,4.823748,10.412116,4.653546,7.507465,9.788675,6.741552,0.000005,4.114739,8.72346,0.623027,3.597417,4.922948,59729,187.18842,91.640422,23.933184,5.187987,7.321446,60.22238,49.749391,3.280264,0.099953,4.315088,19.461605,0.052631,0.249243,6.233309,63629,1353.1292,499.92153,88.879123,88.879123,73.264151,7.508638,1295.3714,899.0033,1.001045,3.688127,7.996948,7.996948,0.916013,3.798001,4.918988,117629,54000,37.130201,4.823748,10.412116,4.653546,7.507466,9.788675,2731.0805,6.741552,4.292309,0.000005,4.114739,8.72346,0.623027,3.597417,4.922948,59729,1363.118,505.86141,90.705833,73.189974,7.567021,1297.0027,904.46022,0.186262,2.00011,4.943649,10.041232,0.550855,2.27457,5.213685,171629,1380.9264,517.66286,93.067291,72.958637,7.437601,1294.9065,902.82123,0.203322,0.002379,4.759934,12.802897,0.018665,0.328906,5.606419,171629
42120,36.801002,4.756964,10.39388,4.58092,7.50941,9.593632,6.616225,0.000005,4.054663,8.712924,0.617732,3.607389,4.927534,58429,181.02142,88.549312,22.641603,5.048204,7.321873,58.731231,48.153573,3.348462,0.101245,4.21385,18.488875,0.053423,0.252805,6.236192,62329,1356.6735,501.25339,88.52358,88.52358,73.182496,7.50914,1299.4168,902.00545,1.00126,3.405224,7.274843,7.274843,0.931303,3.819904,4.910573,116329,54000,36.801002,4.756964,10.39388,4.58092,7.50941,9.593632,2703.6958,6.616225,4.34194,0.000005,4.054663,8.712924,0.617732,3.607389,4.927534,58429,1366.3819,507.01494,90.317879,73.13539,7.567212,1301.0102,907.31112,0.187684,2.001065,4.658896,9.286596,0.560992,2.290686,5.204381,170329,1380.252,517.10019,92.530659,72.784004,7.439981,1295.9315,903.7615,0.204874,0.002406,4.581512,12.127923,0.019428,0.351648,5.600543,170329
